phase,source_url,image_url,source_file,alt,width,height,loading,format,bytes,exists,srcset,sizes,responsive_candidates,responsive_missing,issues
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-governance/,https://kujolang.ai/images/workflow-publishing-house-governance-944bd33fd3f5.webp,images/workflow-publishing-house-governance-944bd33fd3f5.webp,Featured image for Publishing House Governance,1916,821,eager,webp,28774,True,"../../../images/workflow-publishing-house-governance-944bd33fd3f5-640.webp 640w, ../../../images/workflow-publishing-house-governance-944bd33fd3f5-960.webp 960w, ../../../images/workflow-publishing-house-governance-944bd33fd3f5-1280.webp 1280w, ../../../images/workflow-publishing-house-governance-944bd33fd3f5.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-governance/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-operator/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-operator/,https://kujolang.ai/images/workflow-publishing-house-daily-desk-5859495c23a8.webp,images/workflow-publishing-house-daily-desk-5859495c23a8.webp,Featured image for Publishing House Operator,1916,821,eager,webp,23396,True,"../../../images/workflow-publishing-house-daily-desk-5859495c23a8-640.webp 640w, ../../../images/workflow-publishing-house-daily-desk-5859495c23a8-960.webp 960w, ../../../images/workflow-publishing-house-daily-desk-5859495c23a8-1280.webp 1280w, ../../../images/workflow-publishing-house-daily-desk-5859495c23a8.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-operator/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-post-publication/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-post-publication/,https://kujolang.ai/images/workflow-publishing-house-post-publication-b4addd9077b7.webp,images/workflow-publishing-house-post-publication-b4addd9077b7.webp,Featured image for Publishing House Post Publication,1916,821,eager,webp,20280,True,"../../../images/workflow-publishing-house-post-publication-b4addd9077b7-640.webp 640w, ../../../images/workflow-publishing-house-post-publication-b4addd9077b7-960.webp 960w, ../../../images/workflow-publishing-house-post-publication-b4addd9077b7-1280.webp 1280w, ../../../images/workflow-publishing-house-post-publication-b4addd9077b7.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-post-publication/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-primary-piece/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-primary-piece/,https://kujolang.ai/images/workflow-publishing-house-primary-piece-abd7cc192e59.webp,images/workflow-publishing-house-primary-piece-abd7cc192e59.webp,Featured image for Publishing House Primary Piece,1916,821,eager,webp,33392,True,"../../../images/workflow-publishing-house-primary-piece-abd7cc192e59-640.webp 640w, ../../../images/workflow-publishing-house-primary-piece-abd7cc192e59-960.webp 960w, ../../../images/workflow-publishing-house-primary-piece-abd7cc192e59-1280.webp 1280w, ../../../images/workflow-publishing-house-primary-piece-abd7cc192e59.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/publishing-house-primary-piece/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/rag-enterprise-knowledge-gate/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/rag-enterprise-knowledge-gate/,https://kujolang.ai/images/workflow-rag-enterprise-knowledge-gate-8fe489f663c9.webp,images/workflow-rag-enterprise-knowledge-gate-8fe489f663c9.webp,Featured image for RAG Enterprise Knowledge Gate,1916,821,eager,webp,34960,True,"../../../images/workflow-rag-enterprise-knowledge-gate-8fe489f663c9-640.webp 640w, ../../../images/workflow-rag-enterprise-knowledge-gate-8fe489f663c9-960.webp 960w, ../../../images/workflow-rag-enterprise-knowledge-gate-8fe489f663c9-1280.webp 1280w, ../../../images/workflow-rag-enterprise-knowledge-gate-8fe489f663c9.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/rag-enterprise-knowledge-gate/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/relay-lifecycle-handoff/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/relay-lifecycle-handoff/,https://kujolang.ai/images/workflow-relay-lifecycle-handoff-8166e0d98f3d.webp,images/workflow-relay-lifecycle-handoff-8166e0d98f3d.webp,Featured image for Relay Lifecycle Handoff,1916,821,eager,webp,22522,True,"../../../images/workflow-relay-lifecycle-handoff-8166e0d98f3d-640.webp 640w, ../../../images/workflow-relay-lifecycle-handoff-8166e0d98f3d-960.webp 960w, ../../../images/workflow-relay-lifecycle-handoff-8166e0d98f3d-1280.webp 1280w, ../../../images/workflow-relay-lifecycle-handoff-8166e0d98f3d.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/relay-lifecycle-handoff/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/tribunal-decision-gate/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/tribunal-decision-gate/,https://kujolang.ai/images/workflow-tribunal-decision-gate-66b331c1304f.webp,images/workflow-tribunal-decision-gate-66b331c1304f.webp,Featured image for Tribunal Decision Gate,1916,821,eager,webp,29122,True,"../../../images/workflow-tribunal-decision-gate-66b331c1304f-640.webp 640w, ../../../images/workflow-tribunal-decision-gate-66b331c1304f-960.webp 960w, ../../../images/workflow-tribunal-decision-gate-66b331c1304f-1280.webp 1280w, ../../../images/workflow-tribunal-decision-gate-66b331c1304f.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/tribunal-decision-gate/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/webops-ai-visibility-benchmark/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/webops-ai-visibility-benchmark/,https://kujolang.ai/images/workflow-webops-ai-visibility-benchmark-66c2c1a3625d.webp,images/workflow-webops-ai-visibility-benchmark-66c2c1a3625d.webp,Featured image for WebOps AI Visibility Benchmark,1916,821,eager,webp,26214,True,"../../../images/workflow-webops-ai-visibility-benchmark-66c2c1a3625d-640.webp 640w, ../../../images/workflow-webops-ai-visibility-benchmark-66c2c1a3625d-960.webp 960w, ../../../images/workflow-webops-ai-visibility-benchmark-66c2c1a3625d-1280.webp 1280w, ../../../images/workflow-webops-ai-visibility-benchmark-66c2c1a3625d.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/webops-ai-visibility-benchmark/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/webops-content-refresh/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/webops-content-refresh/,https://kujolang.ai/images/workflow-webops-content-refresh-de6634f12e58.webp,images/workflow-webops-content-refresh-de6634f12e58.webp,Featured image for WebOps Content Refresh,1916,821,eager,webp,31936,True,"../../../images/workflow-webops-content-refresh-de6634f12e58-640.webp 640w, ../../../images/workflow-webops-content-refresh-de6634f12e58-960.webp 960w, ../../../images/workflow-webops-content-refresh-de6634f12e58-1280.webp 1280w, ../../../images/workflow-webops-content-refresh-de6634f12e58.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/webops-content-refresh/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/webops-finding-to-fix/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/webops-finding-to-fix/,https://kujolang.ai/images/workflow-webops-finding-to-fix-0b26d24ab91c.webp,images/workflow-webops-finding-to-fix-0b26d24ab91c.webp,Featured image for WebOps Finding To Fix,1916,821,eager,webp,23996,True,"../../../images/workflow-webops-finding-to-fix-0b26d24ab91c-640.webp 640w, ../../../images/workflow-webops-finding-to-fix-0b26d24ab91c-960.webp 960w, ../../../images/workflow-webops-finding-to-fix-0b26d24ab91c-1280.webp 1280w, ../../../images/workflow-webops-finding-to-fix-0b26d24ab91c.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/webops-finding-to-fix/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/webops-monthly-seo-review/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/webops-monthly-seo-review/,https://kujolang.ai/images/workflow-webops-monthly-seo-review-58547eea899f.webp,images/workflow-webops-monthly-seo-review-58547eea899f.webp,Featured image for WebOps Monthly SEO Review,1916,821,eager,webp,23396,True,"../../../images/workflow-webops-monthly-seo-review-58547eea899f-640.webp 640w, ../../../images/workflow-webops-monthly-seo-review-58547eea899f-960.webp 960w, ../../../images/workflow-webops-monthly-seo-review-58547eea899f-1280.webp 1280w, ../../../images/workflow-webops-monthly-seo-review-58547eea899f.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/webops-monthly-seo-review/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/webops-post-publish/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/webops-post-publish/,https://kujolang.ai/images/workflow-webops-post-publish-4bb80a61ddac.webp,images/workflow-webops-post-publish-4bb80a61ddac.webp,Featured image for WebOps Post Publish,1916,821,eager,webp,28730,True,"../../../images/workflow-webops-post-publish-4bb80a61ddac-640.webp 640w, ../../../images/workflow-webops-post-publish-4bb80a61ddac-960.webp 960w, ../../../images/workflow-webops-post-publish-4bb80a61ddac-1280.webp 1280w, ../../../images/workflow-webops-post-publish-4bb80a61ddac.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/webops-post-publish/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/webops-quarterly-content-portfolio/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/webops-quarterly-content-portfolio/,https://kujolang.ai/images/workflow-webops-quarterly-content-portfolio-97a5f614260b.webp,images/workflow-webops-quarterly-content-portfolio-97a5f614260b.webp,Featured image for WebOps Quarterly Content Portfolio,1916,821,eager,webp,31028,True,"../../../images/workflow-webops-quarterly-content-portfolio-97a5f614260b-640.webp 640w, ../../../images/workflow-webops-quarterly-content-portfolio-97a5f614260b-960.webp 960w, ../../../images/workflow-webops-quarterly-content-portfolio-97a5f614260b-1280.webp 1280w, ../../../images/workflow-webops-quarterly-content-portfolio-97a5f614260b.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/webops-quarterly-content-portfolio/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/webops-site-bootstrap/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/webops-site-bootstrap/,https://kujolang.ai/images/workflow-webops-site-bootstrap-aa6cd85c11e2.webp,images/workflow-webops-site-bootstrap-aa6cd85c11e2.webp,Featured image for WebOps Site Bootstrap,1916,821,eager,webp,25618,True,"../../../images/workflow-webops-site-bootstrap-aa6cd85c11e2-640.webp 640w, ../../../images/workflow-webops-site-bootstrap-aa6cd85c11e2-960.webp 960w, ../../../images/workflow-webops-site-bootstrap-aa6cd85c11e2-1280.webp 1280w, ../../../images/workflow-webops-site-bootstrap-aa6cd85c11e2.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/webops-site-bootstrap/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/webops-weekly-content-intelligence/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/webops-weekly-content-intelligence/,https://kujolang.ai/images/workflow-webops-weekly-content-intelligence-30a9b6922d20.webp,images/workflow-webops-weekly-content-intelligence-30a9b6922d20.webp,Featured image for WebOps Weekly Content Intelligence,1916,821,eager,webp,25194,True,"../../../images/workflow-webops-weekly-content-intelligence-30a9b6922d20-640.webp 640w, ../../../images/workflow-webops-weekly-content-intelligence-30a9b6922d20-960.webp 960w, ../../../images/workflow-webops-weekly-content-intelligence-30a9b6922d20-1280.webp 1280w, ../../../images/workflow-webops-weekly-content-intelligence-30a9b6922d20.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
baseline,https://kujolang.ai/ecosystem/workflows/webops-weekly-content-intelligence/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,24,24,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/webops-weekly-search-intelligence/,https://kujolang.ai/assets/images/kujo-logomark.svg,assets/images/kujo-logomark.svg,,28,28,,svg,895,True,,,0,0,
baseline,https://kujolang.ai/ecosystem/workflows/webops-weekly-search-intelligence/,https://kujolang.ai/images/workflow-webops-weekly-search-intelligence-6d8741810661.webp,images/workflow-webops-weekly-search-intelligence-6d8741810661.webp,Featured image for WebOps Weekly Search Intelligence,1916,821,eager,webp,17508,True,"../../../images/workflow-webops-weekly-search-intelligence-6d8741810661-640.webp 640w, ../../../images/workflow-webops-weekly-search-intelligence-6d8741810661-960.webp 960w, ../../../images/workflow-webops-weekly-search-intelligence-6d8741810661-1280.webp 1280w, ../../../images/workflow-webops-weekly-search-intelligence-6d8741810661.webp 1916w","(max-width: 720px) calc(100vw - 2rem), (max-width: 1280px) calc(100vw - 4rem), 1200px",4,0,
